,country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
193,Tunisia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,1090.0,1100.0,1080.0,1160.0,1180.0,1210.0,1300.0,1490.0,1440.0,1520.0,1580.0,1660.0,1670.0,1730.0,1800.0,1890.0,1940.0,1880.0,1920.0,1980.0,2040.0,1960.0,2030.0,1990.0,1970.0,2090.0,2120.0,2240.0,2240.0,2270.0,2290.0,2420.0,2520.0,2600.0,2730.0,2830.0,2900.0,2910.0,3020.0,3180.0,3260.0,3400.0,3590.0,3710.0,3790.0,3860.0,3730.0,3840.0,3890.0,3970.0,3960.0,3960.0,4010.0,4070.0,4090.0,3700.0,3830.0
194,Turkey,2510.0,2470.0,2540.0,2690.0,2770.0,2780.0,3010.0,3070.0,3200.0,3250.0,3270.0,3380.0,3550.0,3580.0,3700.0,3890.0,4210.0,4260.0,4230.0,4110.0,3930.0,4040.0,4100.0,4200.0,4380.0,4470.0,4680.0,5020.0,5040.0,4960.0,5320.0,5260.0,5430.0,5740.0,5380.0,5700.0,6020.0,6380.0,6430.0,6120.0,6450.0,5990.0,6290.0,6570.0,7110.0,7650.0,8070.0,8380.0,8340.0,7840.0,8390.0,9210.0,9510.0,10100.0,10400.0,10900.0,11000.0,11700.0,11900.0,11900.0,12100.0,13300.0
195,Tuvalu,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,2350.0,2390.0,2430.0,2510.0,2760.0,2610.0,2450.0,2690.0,3110.0,3060.0,3030.0,3030.0,3320.0,3160.0,3050.0,2870.0,2910.0,3080.0,3250.0,3000.0,2900.0,3050.0,2940.0,3050.0,3060.0,3380.0,3580.0,3660.0,3710.0,4180.0,4200.0,4280.0
196,Tanzania,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,512.0,517.0,539.0,536.0,526.0,516.0,504.0,506.0,519.0,526.0,532.0,543.0,552.0,569.0,594.0,617.0,646.0,675.0,699.0,726.0,747.0,767.0,794.0,831.0,844.0,874.0,905.0,929.0,959.0,990.0,1010.0,1040.0,1030.0,1040.0
197,Uganda,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,359.0,370.0,359.0,338.0,329.0,332.0,348.0,358.0,369.0,377.0,377.0,395.0,406.0,441.0,468.0,478.0,487.0,509.0,509.0,519.0,547.0,565.0,586.0,605.0,651.0,685.0,723.0,750.0,770.0,818.0,825.0,830.0,847.0,864.0,876.0,872.0,896.0,922.0,918.0,921.0
198,Ukraine,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,3160.0,3220.0,3330.0,3110.0,2840.0,2550.0,2180.0,1690.0,1500.0,1360.0,1330.0,1320.0,1330.0,1420.0,1560.0,1660.0,1830.0,2070.0,2140.0,2320.0,2530.0,2600.0,2220.0,2320.0,2450.0,2460.0,2470.0,2350.0,2120.0,2190.0,2250.0,2340.0,2430.0,2350.0,2450.0
199,Uruguay,6160.0,6230.0,6060.0,6000.0,6080.0,6080.0,6200.0,5920.0,5980.0,6290.0,6400.0,6350.0,6230.0,6210.0,6350.0,6700.0,6910.0,6970.0,7300.0,7720.0,8130.0,8220.0,7390.0,6600.0,6490.0,6550.0,7090.0,7610.0,7680.0,7710.0,7690.0,7910.0,8490.0,8670.0,9240.0,9060.0,9510.0,10300.0,10700.0,10400.0,10200.0,9750.0,8980.0,9040.0,9490.0,10200.0,10600.0,11300.0,12000.0,12500.0,13500.0,14100.0,14600.0,15200.0,15600.0,15700.0,15900.0,16100.000000000002,16100.000000000002,16200.0,15200.0,15900.0
200,United States,19100.0,19300.0,20100.0,20700.0,21600.0,22700.0,23900.0,24200.0,25100.0,25700.0,25300.0,25800.0,26900.0,28100.0,27700.0,27400.0,28600.0,29600.0,30900.0,31500.0,31200.0,31600.0,30800.0,31900.0,33900.0,35000.0,35900.0,36800.0,38000.0,39000.0,39300.0,38700.0,39600.0,40100.0,41200.0,41800.0,42900.0,44300.0,45700.0,47400.0,48700.0,48700.0,49100.0,50000.0,51500.0,52800.0,53700.0,54300.0,53900.0,52000.0,53000.0,53400.0,54200.0,54800.0,55700.0,56800.0,57300.0,58200.0,59600.0,60700.0,58500.0,61900.0
201,Uzbekistan,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,1470.0,1560.0,1570.0,1570.0,1520.0,1320.0,1260.0,1170.0,1140.0,1140.0,1180.0,1210.0,1250.0,1280.0,1310.0,1350.0,1390.0,1480.0,1560.0,1660.0,1790.0,1920.0,2040.0,2130.0,2230.0,2350.0,2490.0,2610.0,2750.0,2870.0,2940.0,3050.0,3160.0,3160.0,3330.0
202,St. Vincent and the Grenadines,1890.0,1940.0,1980.0,1830.0,1860.0,1850.0,1820.0,1620.0,1700.0,1730.0,1890.0,1920.0,2390.0,2100.0,1900.0,1740.0,1900.0,2140.0,2330.0,2390.0,2440.0,2530.0,2630.0,2670.0,2830.0,2990.0,3140.0,3140.0,3580.0,3620.0,3760.0,3790.0,4020.0,4180.0,4110.0,4420.0,4480.0,4630.0,4830.0,4970.0,5060.0,5150.0,5440.0,5820.0,6080.0,6270.0,6740.0,7000.0,7070.0,7000.0,6720.0,6710.0,6830.0,7040.0,7160.0,7390.0,7730.0,7890.0,8150.0,8210.0,7800.0,7930.0
203,Virgin Islands (U.S.),4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,43200.0,43000.0,44500.0,46000.0,47700.0,49600.0,50200.0,46900.0,47200.0,43300.0,36900.0,34700.0,34100.0,34000.0,34600.0,34400.0,35200.0,36300.0,35600.0,15765.051020408164
204,Vietnam,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,588.0,596.0,599.0,606.0,624.0,655.0,673.0,698.0,743.0,788.0,842.0,906.0,975.0,1040.0,1080.0,1120.0,1180.0,1240.0,1310.0,1390.0,1470.0,1570.0,1660.0,1770.0,1850.0,1930.0,2030.0,2140.0,2230.0,2330.0,2450.0,2600.0,2740.0,2900.0,3090.0,3290.0,3350.0,3410.0
205,Vanuatu,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,2890.0,2500.0,2550.0,2540.0,2550.0,2730.0,2690.0,2620.0,2480.0,2380.0,2350.0,2570.0,2580.0,2580.0,2540.0,2700.0,2660.0,2660.0,2730.0,2700.0,2640.0,2730.0,2570.0,2380.0,2420.0,2450.0,2520.0,2670.0,2680.0,2760.0,2780.0,2750.0,2770.0,2730.0,2680.0,2700.0,2640.0,2700.0,2800.0,2820.0,2840.0,2620.0,2570.0
206,Samoa,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,2340.0,2350.0,2390.0,2480.0,2620.0,2630.0,2580.0,2670.0,2550.0,2480.0,2460.0,2540.0,2450.0,2580.0,2740.0,2730.0,2760.0,2790.0,2910.0,3100.0,3250.0,3410.0,3500.0,3720.0,3790.0,3780.0,3890.0,3840.0,4050.0,4170.0,3980.0,3940.0,3930.0,4050.0,4330.0,4350.0,4280.0,4420.0,4220.0,3860.0
207,Yemen,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,1790.0,1830.0,1910.0,1910.0,1960.0,2000.0,2030.0,2080.0,2140.0,2160.0,2230.0,2250.0,2280.0,2300.0,2330.0,2390.0,2400.0,2400.0,2420.0,2440.0,2550.0,2160.0,2150.0,2190.0,2120.0,1490.0,1310.0,1220.0,1190.0,16833.014705882353,15232.731343283582,15765.051020408164
208,South Africa,3970.0,4010.0,4140.0,4310.0,4510.0,4640.0,4700.0,4880.0,4930.0,5010.0,5120.0,5180.0,5120.0,5200.0,5370.0,5310.0,5280.0,5140.0,5150.0,5210.0,5410.0,5550.0,5390.0,5150.0,5270.0,5050.0,4890.0,4820.0,4850.0,4800.0,4640.0,4480.0,4290.0,4270.0,4330.0,4390.0,4510.0,4570.0,4530.0,4590.0,4740.0,4820.0,4950.0,5050.0,5230.0,5460.0,5710.0,5950.0,6070.0,5910.0,6020.0,6130.0,6190.0,6260.0,6250.0,6200.0,6190.0,6230.0,6250.0,6190.0,5730.0,5950.0
209,Zambia,1200.0,1180.0,1110.0,1110.0,1210.0,1370.0,1250.0,1310.0,1280.0,1240.0,1260.0,1220.0,1300.0,1250.0,1290.0,1230.0,1270.0,1170.0,1140.0,1080.0,1080.0,1110.0,1040.0,992.0,958.0,945.0,924.0,921.0,952.0,918.0,890.0,868.0,832.0,868.0,774.0,777.0,805.0,815.0,791.0,806.0,815.0,833.0,844.0,875.0,907.0,941.0,981.0,1030.0,1070.0,1130.0,1200.0,1220.0,1270.0,1290.0,1310.0,1310.0,1320.0,1320.0,1330.0,1310.0,1240.0,1260.0
210,Zimbabwe,1140.0,1170.0,1150.0,1190.0,1140.0,1160.0,1140.0,1200.0,1180.0,1290.0,1530.0,1620.0,1700.0,1690.0,1740.0,1650.0,1610.0,1460.0,1400.0,1420.0,1540.0,1620.0,1600.0,1570.0,1480.0,1530.0,1520.0,1480.0,1550.0,1580.0,1650.0,1700.0,1500.0,1500.0,1630.0,1610.0,1750.0,1770.0,1790.0,1750.0,1680.0,1690.0,1530.0,1260.0,1180.0,1110.0,1060.0,1010.0,825.0,914.0,1100.0,1240.0,1410.0,1420.0,1410.0,1410.0,1390.0,1420.0,1460.0,1340.0,1210.0,1290.0
